model,nimp,mean_per_imputation_elpd,min_per_imputation_elpd,max_per_imputation_elpd,pooled_elpd,pooled_se,max_pareto_k,n_problematic_imputations
null,20,-1703.0550292389676,-1739.026396110445,-1669.343131571379,-1703.0550292389676,34.450966763235414,0.6767097832888217,0
activity,20,-1708.093227628045,-1752.151989503307,-1674.2667370624924,-1708.093227628045,32.75141594689358,0.6559474666902341,0
duration,20,-1768.306807564434,-1850.7882719967583,-1703.597736053614,-1768.306807564434,33.98743292821592,0.7450697596462525,1
modality,20,-1806.0617691556122,-1852.3190895529244,-1776.4444039113785,-1806.061769155612,34.72657338863461,0.7612972013256794,5
algorithm,20,-1701.935035286033,-1745.7223905167352,-1677.132654136567,-1701.935035286033,33.87898849333455,0.7477649572696211,3
multimodal,20,-1727.253055617156,-1767.0880107688001,-1698.1784969023472,-1727.253055617156,34.04816152620229,0.5992188588920767,0
intruders,20,-1692.3328663790203,-1735.9194548206763,-1663.9038115689743,-1692.3328663790203,34.4942446409595,0.6634528598789218,0
feature_type,20,-1674.7390212248422,-1720.5567747385867,-1650.8567727446798,-1674.7390212248422,34.39391484638378,0.6692925036754894,0
full,20,-1869.5900499535746,-1964.1453872668249,-1813.768876264085,-1869.5900499535746,31.9081935706911,0.7305377138009579,3
