model,metric,median,lower,upper
null,R2_meta,0,0,0
activity,R2_meta,0.08365613181919435,-1.4500065318211757,0.653070329547395
duration,R2_meta,-0.10196783649345287,-1.9539360817860074,0.5896604846985901
modality,R2_meta,0.024700127746327516,-1.6012899466448673,0.6326173545360683
algorithm,R2_meta,-0.004936993038137993,-1.7069200932755342,0.6288361640014796
multimodal,R2_meta,-0.05808110322270499,-1.8398033219999268,0.6034459189286993
intruders,R2_meta,0.017401813614183193,-1.6581056255129938,0.6374823441650848
feature_type,R2_meta,0.04320691012008804,-1.6072917318327509,0.6494875169865867
full,R2_meta,-0.049938884396995564,-1.8464571625155037,0.6090744384894811
