model_a,model_b,elpd_a,elpd_b,elpd_diff,se_diff,direction,nimp_a,nimp_b,nobs,n_clusters
activity,null,-1523.2051354950804,-1497.4234378529645,-25.78169764211604,6.7286365478017345,positive favors activity,20,20,716,23
duration,null,-1558.9996399301006,-1497.4234378529645,-61.57620207713607,24.10647567577575,positive favors duration,20,20,716,23
modality,null,-1555.7631442927445,-1497.4234378529645,-58.339706439780116,105.72482247702801,positive favors modality,20,20,716,23
algorithm,null,-1494.429630991893,-1497.4234378529645,2.9938068610715476,13.11086001047491,positive favors algorithm,20,20,716,23
multimodal,null,-1503.7807349457173,-1497.4234378529645,-6.357297092752919,8.39965976220493,positive favors multimodal,20,20,716,23
intruders,null,-1482.8224089367184,-1497.4234378529645,14.601028916246046,20.371237747672755,positive favors intruders,20,20,716,23
feature_type,null,-1473.7257365125429,-1497.4234378529645,23.697701340421546,32.524874720795914,positive favors feature_type,20,20,716,23
full,null,-1621.284855700917,-1497.4234378529645,-123.86141784795251,114.94705228807908,positive favors full,20,20,716,23
