model,metric,median,lower,upper
null,R2_meta,0,0,0
activity,R2_meta,-0.02302516171528024,-1.6799356583684186,0.6092682391768645
duration,R2_meta,-0.1763936047555622,-2.120905520094772,0.5632674138024583
modality,R2_meta,-0.024051421849029864,-1.6750791450459714,0.6089178502063699
algorithm,R2_meta,-0.00535988903712914,-1.629574559011776,0.6147372153244067
multimodal,R2_meta,0.028305662275662224,-1.708268853912121,0.6486197165956278
intruders,R2_meta,0.010396108873292731,-1.7647425358294802,0.6427772368457332
feature_type,R2_meta,-0.01236846103746625,-1.6394008103562103,0.6137289617112283
full,R2_meta,-0.2242739778697459,-2.366021278542201,0.5599810473073028
