modality_group,id,experience,modality,feature_type,feature_dim,dim_reduction,Features
Other,147,Sternum Dorsal-Ventral Sit,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Dorsal-Ventral Stand,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Dorsal-Ventral Walk,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Horizontal Post-Exercise,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Horizontal Resilient Post-Exercise,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Horizontal Resilient Sit,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Horizontal Resilient Stand,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Horizontal Resilient Walk,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Horizontal Sit,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Horizontal Stand,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Horizontal Walk,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Vertical Post-Exercise,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Vertical Resilient Post-Exercise,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Vertical Resilient Sit,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Vertical Resilient Stand,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Vertical Resilient Walk,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Vertical Sit,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Vertical Stand,SCG,handcrafted,not coded,no,cleaned time series
Other,147,Sternum Vertical Walk,SCG,handcrafted,not coded,no,cleaned time series
Other,189,NN-FF 2,EDA,handcrafted,low,no,"12 statistical features (mean, maximum amplitude, minimum amplitude, maximum energy, minimum energy, standard deviation, peak to peak, median, root-mean-square (RMS) and peakmagnitude-to-RMS ratio) on discreet wavelet transform (DWT) coefficient and 6 entropy features (Shannon entropy, energy entropy, threshold entropy, sure entropy and normalised entropy) to wavelet packet."
Other,189,NN-FF 3,EDA,handcrafted,low,no,"12 statistical features (mean, maximum amplitude, minimum amplitude, maximum energy, minimum energy, standard deviation, peak to peak, median, root-mean-square (RMS) and peakmagnitude-to-RMS ratio) on discreet wavelet transform (DWT) coefficient and 6 entropy features (Shannon entropy, energy entropy, threshold entropy, sure entropy and normalised entropy) to wavelet packet."
Other,189,NN-FF best score,EDA,handcrafted,low,no,"12 statistical features (mean, maximum amplitude, minimum amplitude, maximum energy, minimum energy, standard deviation, peak to peak, median, root-mean-square (RMS) and peakmagnitude-to-RMS ratio) on discreet wavelet transform (DWT) coefficient and 6 entropy features (Shannon entropy, energy entropy, threshold entropy, sure entropy and normalised entropy) to wavelet packet."
Other,189,NN-FF intraday,EDA,handcrafted,low,no,"12 statistical features (mean, maximum amplitude, minimum amplitude, maximum energy, minimum energy, standard deviation, peak to peak, median, root-mean-square (RMS) and peakmagnitude-to-RMS ratio) on discreet wavelet transform (DWT) coefficient and 6 entropy features (Shannon entropy, energy entropy, threshold entropy, sure entropy and normalised entropy) to wavelet packet."
Other,305,LR 120 EDA,EDA,handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds)."
Other,305,LR 120 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
Other,305,LR 30 EDA,EDA,handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds)."
Other,305,LR 30 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
Other,305,LR 60 EDA,EDA,handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds)."
Other,305,LR 60 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
Other,305,MLP 120 EDA,EDA,handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds)."
Other,305,MLP 120 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
Other,305,MLP 30 EDA,EDA,handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds)."
Other,305,MLP 30 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
Other,305,MLP 60 EDA,EDA,handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds)."
Other,305,MLP 60 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
Other,305,RF 120 EDA,EDA,handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds)."
Other,305,RF 120 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
Other,305,RF 30 EDA,EDA,handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds)."
Other,305,RF 30 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
Other,305,RF 60 EDA,EDA,handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds)."
Other,305,RF 60 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
Other,382,382.0.1 HRB CNN,"PPG, microphone",hybrid,medium,no,"Statistical Features (mean, standard deviation, variance, coefficient of variance, range, coefficient of range, energy, power, root mean square, first quartile, second quartile or median, third quartile, maximum, skewness, interquartile range, coefficient of interquartile, mean absolute deviation, kurtosis, median absolute deviation, root sum of squares, and signal to noise ratio) + spectral features  (Two-dimensional Mel-frequency cepstral coefficient features are transformed into one-dimensional features by condensing along the time axis using the average values)"
Other,382,382.0.1 HRB CRNN,"PPG, microphone",hybrid,medium,no,"Statistical Features (mean, standard deviation, variance, coefficient of variance, range, coefficient of range, energy, power, root mean square, first quartile, second quartile or median, third quartile, maximum, skewness, interquartile range, coefficient of interquartile, mean absolute deviation, kurtosis, median absolute deviation, root sum of squares, and signal to noise ratio) + spectral features  (Two-dimensional Mel-frequency cepstral coefficient features are transformed into one-dimensional features by condensing along the time axis using the average values)"
Other,382,382.0.1 HRB RNN,"PPG, microphone",hybrid,medium,no,"Statistical Features (mean, standard deviation, variance, coefficient of variance, range, coefficient of range, energy, power, root mean square, first quartile, second quartile or median, third quartile, maximum, skewness, interquartile range, coefficient of interquartile, mean absolute deviation, kurtosis, median absolute deviation, root sum of squares, and signal to noise ratio) + spectral features  (Two-dimensional Mel-frequency cepstral coefficient features are transformed into one-dimensional features by condensing along the time axis using the average values)"
Other,61,L3aHR+Resp binary SVM,PPG+microphone,handcrafted,low,yes,"HRV: 21 statistical features: mean, median, standard deviation, variance, coef cient of variance, range, coefficient of range, first quartile or 25th percentile, third quartile or 75th percentile, maximum, interquartile range, coefficient of interquartile, mean absolute deviation, median absolute deviation, energy, power, root mean square, root sum of squares, signal to noise ratio, skewness, and kurtosis; Resp: 182 features, 40 Mel-frequency cepstral coefficients (MFCCs), 13 Gammatone frequency cepstral coef cients (GFCCs), 13 Bark frequency cepstral coef cients (BFCCs), 13 Linear predictive coding (LPC), 13 Revised perceptual linear prediction coef cients (RPLP), 12 chromas, and six tonal features. 5 statistical features from each chroma feature and tonal feature."
Other,61,L3aHR+Resp unary SVM,PPG+microphone,handcrafted,medium,no,"HRV: 21 statistical features: mean, median, standard deviation, variance, coef cient of variance, range, coefficient of range, first quartile or 25th percentile, third quartile or 75th percentile, maximum, interquartile range, coefficient of interquartile, mean absolute deviation, median absolute deviation, energy, power, root mean square, root sum of squares, signal to noise ratio, skewness, and kurtosis; Resp: 182 features, 40 Mel-frequency cepstral coefficients (MFCCs), 13 Gammatone frequency cepstral coef cients (GFCCs), 13 Bark frequency cepstral coef cients (BFCCs), 13 Linear predictive coding (LPC), 13 Revised perceptual linear prediction coef cients (RPLP), 12 chromas, and six tonal features. 5 statistical features from each chroma feature and tonal feature."
Other,75,1D CNN rr,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,1D CNN rw,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,1D CNN ww,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,MLP AC/DCT,VHF,handcrafted,medium,yes,20 autocorrelation (AC) and discrete cosine transform (DCT) features from I and Q waveforms
Other,75,MLP AC/DCT+MFCC,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,MLP MFCC,VHF,handcrafted,medium,yes,24 mel-frequency cepstrum coefficient (MFCC) features from I and Q waveforms
Other,75,MLP rr,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,MLP rw,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,MLP ww,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,RF AC/DCT,VHF,handcrafted,medium,yes,20 autocorrelation (AC) and discrete cosine transform (DCT) features from I and Q waveforms
Other,75,RF AC/DCT+MFCC,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,RF MFCC,VHF,handcrafted,medium,yes,24 mel-frequency cepstrum coefficient (MFCC) features from I and Q waveforms
Other,75,RF rr,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,RF rw,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,RF ww,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,SVM AC/DCT,VHF,handcrafted,medium,yes,20 autocorrelation (AC) and discrete cosine transform (DCT) features from I and Q waveforms
Other,75,SVM AC/DCT+MFCC,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,SVM MFCC,VHF,handcrafted,medium,yes,24 mel-frequency cepstrum coefficient (MFCC) features from I and Q waveforms
Other,75,SVM rr,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,SVM rw,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,SVM ww,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,XGB AC/DCT,VHF,handcrafted,medium,yes,20 autocorrelation (AC) and discrete cosine transform (DCT) features from I and Q waveforms
Other,75,XGB AC/DCT+MFCC,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,XGB MFCC,VHF,handcrafted,medium,yes,24 mel-frequency cepstrum coefficient (MFCC) features from I and Q waveforms
Other,75,XGB rr,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,XGB rw,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
Other,75,XGB ww,VHF,handcrafted,medium,yes,"autocorrelation (AC), discrete cosine transform (DCT), and the mel-frequency cepstrum coefficient (MFCC); (20 AC/DCT and 24 MFCC features) from I and Q waveforms"
