modality_group,id,experience,modality,feature_type,feature_dim,dim_reduction,Features
ECG,447,ResNet50 3s Mel4 Standing,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 3s Mel4 Walking,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 3s Mel4 walking,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 3s Sc10,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc10 Resting,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc10 Standing,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc10 Walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc10 walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc2,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc2 Resting,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc2 Standing,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc2 Walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc2 walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc4,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc4 Resting,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc4 Standing,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc4 Walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sc4 walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 3s Sp10,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp10 Resting,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp10 Standing,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp10 Walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp10 walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp2,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp2 Resting,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp2 Standing,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp2 Walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp2 walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp4,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp4 Resting,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp4 Standing,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp4 Walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 3s Sp4 walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Mel10,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel10 Resting,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel10 Standing,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel10 Walking,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel10 walking,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel2,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel2 Resting,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel2 Standing,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel2 Walking,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel2 walking,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel4,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel4 Resting,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel4 Standing,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel4 Walking,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Mel4 walking,ECG,hybrid,not coded,no,time frequency via mel-spectrogram
ECG,447,ResNet50 5s Sc10,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc10 Resting,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc10 Standing,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc10 Walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc10 walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc2,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc2 Resting,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc2 Standing,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc2 Walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc2 walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc4,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc4 Resting,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc4 Standing,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc4 Walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sc4 walking,ECG,hybrid,not coded,no,time frequency via scalogram
ECG,447,ResNet50 5s Sp10,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp10 Resting,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp10 Standing,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp10 Walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp10 walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp2,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp2 Resting,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp2 Standing,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp2 Walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp2 walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp4,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp4 Resting,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp4 Standing,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp4 Walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,447,ResNet50 5s Sp4 walking,ECG,hybrid,not coded,no,time frequency via spectrogram
ECG,455,DL,ECG,deep,not coded,no,time / frequency domain features implicit via DL
ECG,455,time,ECG,hybrid,medium,no,"time-domain features – intervals and amplitudes from each heartbeat and Hjorth descriptors of an average heartbeat. 14 interval features, 2 amplitude features, 5 Hjorth features, and one feature related to interval variability"
ECG,455,wavelet,ECG,hybrid,high,no,"Daubechies wavelets (db3, db4, db5) with three, four and five levels of decomposition."
ECG,460,460.0.1,ECG,hybrid,not coded,yes,"Higher-order statistical features (cumulants), implicitly extracted"
ECG,475,AE / PM 1 subject,ECG,deep,not coded,no,waveform of single ECG signals in sequence
ECG,475,AE / PM 2 subject,ECG,deep,not coded,no,waveform of single ECG signals in sequence
ECG,475,AE / PM 3 subject,ECG,deep,not coded,no,waveform of single ECG signals in sequence
ECG,475,AE / PM 4 subject,ECG,deep,not coded,no,waveform of single ECG signals in sequence
ECG,475,AE / PM 5 subject,ECG,deep,not coded,no,waveform of single ECG signals in sequence
ECG,475,LSTM / PM 1 subject,ECG,deep,not coded,no,waveform of single ECG signals in sequence
ECG,475,LSTM / PM 2 subject,ECG,deep,not coded,no,waveform of single ECG signals in sequence
ECG,475,LSTM / PM 3 subject,ECG,deep,not coded,no,waveform of single ECG signals in sequence
ECG,475,LSTM / PM 4 subject,ECG,deep,not coded,no,waveform of single ECG signals in sequence
ECG,475,LSTM / PM 5 subject,ECG,deep,not coded,no,waveform of single ECG signals in sequence
ECG,495,S1,ECG,handcrafted,not coded,no,Extracted from PQRST complex
ECG,495,S2,ECG,handcrafted,not coded,no,Extracted from PQRST complex
ECG,495,S3,ECG,handcrafted,not coded,no,Extracted from PQRST complex
ECG,495,S4,ECG,handcrafted,not coded,no,Extracted from PQRST complex
ECG,495,S5,ECG,handcrafted,not coded,no,Extracted from PQRST complex
PPG,205,PPG,PPG,hybrid,not coded,no,Instantaneous Frequency (IF) and spectral entropy (SE)
PPG,266,15 15 20 15,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,266,15 15 30 15,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,266,15 15 40 15,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,266,15 15 50 15,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,266,30 15 20 15,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,266,30 15 30 15,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,266,30 15 40 15,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,266,30 15 50 15,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,266,30 32 20 15,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,266,30 32 30 32,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,266,30 32 40 32,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,266,30 32 50 32,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,278,S1 idle - S1 touchpad PPG,PPG,handcrafted,not coded,no,partially fiducial approach using the waveform amplitude values
PPG,278,S1 idle - S1 typing 2 PPG,PPG,handcrafted,not coded,no,partially fiducial approach using the waveform amplitude values
PPG,278,S1 idle - S1 typing1 PPG,PPG,handcrafted,not coded,no,partially fiducial approach using the waveform amplitude values
PPG,278,S1 idle - S2 idle PPG,PPG,handcrafted,not coded,no,partially fiducial approach using the waveform amplitude values
PPG,28,NA,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,298,CEEMDAN + FastICA 12s,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,CEEMDAN + FastICA 24s,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,VMD+FastICA 12s,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,VMD+FastICA 24s,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,far-wrist  no MA removal,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,far-wrist MA removal,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,near-wrist  no MA removal,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,near-wrist MA removal,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,static 1min,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,static 25hz,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,static 2h,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,static 3h,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,static 4 windows,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,static 5min,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,static 6 windows,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,static GBT,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,static NN,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,static SVM,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,298,static adaptive 3h,PPG,handcrafted,low,no,"five fiducial features that only require a single systolic peak to extract the unique cardiac features from the PPG segment and its second derivative (systolic amplitude, pulse width, pulse width / systolic amplitude, crest time, ratio of amplitude of b-wave and a-wave)"
PPG,305,LR 120 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,LR 120 HRV,PPG,handcrafted,low,no,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,LR 30 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,LR 30 HRV,PPG,handcrafted,low,no,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,LR 60 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,LR 60 HRV,PPG,handcrafted,low,no,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,MLP 120 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,MLP 120 HRV,PPG,handcrafted,low,no,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,MLP 30 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,MLP 30 HRV,PPG,handcrafted,low,no,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,MLP 60 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,MLP 60 HRV,PPG,handcrafted,low,no,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,RF 120 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,RF 120 HRV,PPG,handcrafted,low,no,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
