model,metric,median,lower,upper
null,R2_meta,0,0,0
activity,R2_meta,0.1714202199333581,-1.5494897037041337,0.7257466554963707
duration,R2_meta,-0.003437187692320931,-1.9703325745479479,0.6605968813054485
modality,R2_meta,-0.08751976602379785,-2.2376411159160248,0.6154705643528507
algorithm,R2_meta,0.058027098682794764,-1.7763688530657396,0.6742597564208126
multimodal,R2_meta,0.0511374604314363,-1.7543369846071224,0.6681940337977688
intruders,R2_meta,0.04317132793749823,-1.8136800856494706,0.682220182744909
feature_type,R2_meta,0.051992159963876516,-1.823032437976175,0.6729765020215854
full,R2_meta,0.0458873182654429,-1.8809268796353251,0.6799789028767279
