model,param,median,lower,upper
null,tau,1.17634625,0.8817946874999999,1.6345078825
null,tau2,1.3837904998899648,0.777561870903488,2.671616017960339
feature_type,tau,1.1810488499999998,0.8857518870000003,1.6455779999999998
feature_type,tau2,1.3948763860863247,0.7845564053706525,2.7079269541229993
