model_a,model_b,elpd_a,elpd_b,elpd_diff,se_diff,direction,nimp_a,nimp_b,nobs,n_clusters
activity,null,-1735.2789207138283,-1700.7198639051012,-34.55905680872716,9.313229885247884,positive favors activity,20,20,716,23
duration,null,-1750.908747160777,-1700.7198639051012,-50.18888325567587,17.669528721159768,positive favors duration,20,20,716,23
modality,null,-1784.6853708694682,-1700.7198639051012,-83.9655069643671,68.4594632803007,positive favors modality,20,20,716,23
algorithm,null,-1708.17967034798,-1700.7198639051012,-7.459806442878764,7.778946230112044,positive favors algorithm,20,20,716,23
multimodal,null,-1754.112868984992,-1700.7198639051012,-53.393005079890884,42.18352371375585,positive favors multimodal,20,20,716,23
intruders,null,-1691.9561157874475,-1700.7198639051012,8.763748117653503,17.54950417625519,positive favors intruders,20,20,716,23
feature_type,null,-1690.5197854907694,-1700.7198639051012,10.200078414331731,32.4496773652938,positive favors feature_type,20,20,716,23
full,null,-1938.1350713401628,-1700.7198639051012,-237.4152074350616,104.81372410411392,positive favors full,20,20,716,23
