model,nimp,mean_per_imputation_elpd,min_per_imputation_elpd,max_per_imputation_elpd,pooled_elpd,pooled_se,max_pareto_k,n_problematic_imputations
null,20,-1700.7198639051012,-1730.9456109305559,-1663.808202527582,-1700.7198639051012,42.48162798645054,0.6579894356225319,0
activity,20,-1735.2789207138283,-1796.4060337612714,-1685.6486334453368,-1735.2789207138283,42.408428094708874,0.8905678940654348,5
duration,20,-1750.908747160777,-1804.3368556819162,-1704.9670635789557,-1750.908747160777,42.78279672302928,0.8718774635459912,2
modality,20,-1784.6853708694682,-1814.7932892113065,-1741.3215168530278,-1784.6853708694682,44.03529171680952,0.726333690960439,2
algorithm,20,-1708.17967034798,-1744.9724997751584,-1674.3892121115748,-1708.17967034798,42.38461973593828,0.6666066904861272,0
multimodal,20,-1754.112868984992,-1788.053924779434,-1708.786381273598,-1754.112868984992,43.12915960124944,0.8472654327505343,5
intruders,20,-1691.9561157874477,-1732.6868301514533,-1657.7560069555534,-1691.9561157874475,42.98975024920947,0.6561178079372365,0
feature_type,20,-1690.5197854907694,-1711.8170423129075,-1648.5025081830859,-1690.5197854907694,42.849315694995845,0.6672708307370903,0
full,20,-1938.1350713401628,-2029.755053361757,-1877.3921063389216,-1938.1350713401628,45.439537868026,1.0231859423510123,18
