id,experience,modality,Features,Feature selection,Feature number considered,Feature number selected,feature_type,feature_dim,dim_reduction
305,RF 120 EDA-HRV,"EDA, PPG","EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)",correlation-based feature selection,7+16,3+5,handcrafted,low,no
330,Apple watch LR:ACC,ECG,"50 autocorrelation coefficients (ACCs) extracted from rectangular windows of length 400 ms centered
around the R-Peak",not mentioned,50,50,handcrafted,medium,no
330,Apple watch LR:MFCC,ECG,20 features of Mel-Frequency Cepstral Coefficients (MFCCs) extracted from rectangular windows of length 400 ms centered around the R-Peak,not mentioned,20,20,handcrafted,medium,no
330,Apple watch LR:QRS,ECG,"QRS features: window size of 200-ms, enclosing only the Q, R, and S waves, while excluding the P and T peaks.",not mentioned,?,?,handcrafted,NA,no
330,Apple watch LDA:ACC,ECG,"50 autocorrelation coefficients (ACCs) extracted from rectangular windows of length 400 ms centered
around the R-Peak",not mentioned,50,50,handcrafted,medium,no
330,Apple watch LDA:MFCC,ECG,20 features of Mel-Frequency Cepstral Coefficients (MFCCs) extracted from rectangular windows of length 400 ms centered around the R-Peak,not mentioned,20,20,handcrafted,medium,no
330,Apple watch LDA:QRS,ECG,"QRS features: window size of 200-ms, enclosing only the Q, R, and S waves, while excluding the P and T peaks.",not mentioned,?,?,handcrafted,NA,no
330,Apple watch SVM:ACC,ECG,"50 autocorrelation coefficients (ACCs) extracted from rectangular windows of length 400 ms centered
around the R-Peak",not mentioned,50,50,handcrafted,medium,no
330,Apple watch SVM:MFCC,ECG,20 features of Mel-Frequency Cepstral Coefficients (MFCCs) extracted from rectangular windows of length 400 ms centered around the R-Peak,not mentioned,20,20,handcrafted,medium,no
330,Apple watch SVM:QRS,ECG,"QRS features: window size of 200-ms, enclosing only the Q, R, and S waves, while excluding the P and T peaks.",not mentioned,?,?,handcrafted,NA,no
330,Apple watch RBF-SVM:ACC,ECG,"50 autocorrelation coefficients (ACCs) extracted from rectangular windows of length 400 ms centered
around the R-Peak",not mentioned,50,50,handcrafted,medium,no
330,Apple watch RBF-SVM:MFCC,ECG,20 features of Mel-Frequency Cepstral Coefficients (MFCCs) extracted from rectangular windows of length 400 ms centered around the R-Peak,not mentioned,20,20,handcrafted,medium,no
330,Apple watch RBF-SVM:QRS,ECG,"QRS features: window size of 200-ms, enclosing only the Q, R, and S waves, while excluding the P and T peaks.",not mentioned,?,?,handcrafted,NA,no
330,Apple watch KNN:ACC,ECG,"50 autocorrelation coefficients (ACCs) extracted from rectangular windows of length 400 ms centered
around the R-Peak",not mentioned,50,50,handcrafted,medium,no
330,Apple watch KNN:MFCC,ECG,20 features of Mel-Frequency Cepstral Coefficients (MFCCs) extracted from rectangular windows of length 400 ms centered around the R-Peak,not mentioned,20,20,handcrafted,medium,no
330,Apple watch KNN:QRS,ECG,"QRS features: window size of 200-ms, enclosing only the Q, R, and S waves, while excluding the P and T peaks.",not mentioned,?,?,handcrafted,NA,no
330,Apple watch DT:ACC,ECG,"50 autocorrelation coefficients (ACCs) extracted from rectangular windows of length 400 ms centered
around the R-Peak",not mentioned,50,50,handcrafted,medium,no
330,Apple watch DT:MFCC,ECG,20 features of Mel-Frequency Cepstral Coefficients (MFCCs) extracted from rectangular windows of length 400 ms centered around the R-Peak,not mentioned,20,20,handcrafted,medium,no
330,Apple watch DT:QRS,ECG,"QRS features: window size of 200-ms, enclosing only the Q, R, and S waves, while excluding the P and T peaks.",not mentioned,?,?,handcrafted,NA,no
330,Apple watch RF:ACC,ECG,"50 autocorrelation coefficients (ACCs) extracted from rectangular windows of length 400 ms centered
around the R-Peak",not mentioned,50,50,handcrafted,medium,no
330,Apple watch RF:MFCC,ECG,20 features of Mel-Frequency Cepstral Coefficients (MFCCs) extracted from rectangular windows of length 400 ms centered around the R-Peak,not mentioned,20,20,handcrafted,medium,no
330,Apple watch RF:QRS,ECG,"QRS features: window size of 200-ms, enclosing only the Q, R, and S waves, while excluding the P and T peaks.",not mentioned,?,?,handcrafted,NA,no
401,S1 in-sample 30HB s80,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 out-of-sample 30HB s80,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 out-of-sample 1HB,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 out-of-sample 5HB,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 out-of-sample 15HB,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 in-sample 1HB,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 out-of-sample 30HB s20,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 out-of-sample 30HB s40,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 out-of-sample 30HB s60,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 in-sample 30HB s20,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 in-sample s80 30HB low-HR,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 in-sample s80 30HB mid-HR,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 in-sample s80 30HB high-HR,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 out-of-sample s80 30HB low-HR,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 out-of-sample s80 30HB mid-HR,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S1 out-of-sample s80 30HB high-HR,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 in-sample s80 30HB low-low,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 in-sample s80 30HB low-mid,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 in-sample s80 30HB low-high,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 in-sample s80 30HB mid-low,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 in-sample s80 30HB mid-mid,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 in-sample s80 30HB mid-high,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 in-sample s80 30HB high-low,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 in-sample s80 30HB high-mid,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 in-sample s80 30HB high-high,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 out-of-sample s80 30HB low-low,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 out-of-sample s80 30HB low-mid,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 out-of-sample s80 30HB low-high,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 out-of-sample s80 30HB mid-low,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 out-of-sample s80 30HB mid-mid,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 out-of-sample s80 30HB mid-high,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 out-of-sample s80 30HB high-low,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 out-of-sample s80 30HB high-mid,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
401,S2 out-of-sample s80 30HB high-high,PPG,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM",NA,NA,NA,deep,NA,no
61,L1HR binary SVM,PPG,"21 statistical features: mean, median, standard deviation, variance, coefcient of variance, range, coefficient of range, first quartile or 25th percentile, third quartile or 75th percentile, maximum, interquartile range, coefficient of interquartile, mean absolute deviation, median absolute deviation, energy, power, root mean square, root sum of squares, signal to noise ratio, skewness, and kurtosis",correlation + PCA,21,5,handcrafted,low,yes
61,L3aHR+Resp binary SVM,PPG+microphone,"HRV: 21 statistical features: mean, median, standard deviation, variance, coefcient of variance, range, coefficient of range, first quartile or 25th percentile, third quartile or 75th percentile, maximum, interquartile range, coefficient of interquartile, mean absolute deviation, median absolute deviation, energy, power, root mean square, root sum of squares, signal to noise ratio, skewness, and kurtosis; Resp: 182 features, 40 Mel-frequency cepstral coefficients (MFCCs), 13 Gammatone frequency cepstral coefcients (GFCCs), 13 Bark frequency cepstral coefcients (BFCCs), 13 Linear predictive coding (LPC), 13 Revised perceptual linear prediction coefcients (RPLP), 12 chromas, and six tonal features. 5 statistical features from each chroma feature and tonal feature.",correlation + PCA,203,10,handcrafted,low,yes
61,L1HR unary SVM,PPG,"21 statistical features: mean, median, standard deviation, variance, coefcient of variance, range, coefficient of range, first quartile or 25th percentile, third quartile or 75th percentile, maximum, interquartile range, coefficient of interquartile, mean absolute deviation, median absolute deviation, energy, power, root mean square, root sum of squares, signal to noise ratio, skewness, and kurtosis",correlation + min. variance selection,21,10,handcrafted,low,no
61,L3aHR+Resp unary SVM,PPG+microphone,"HRV: 21 statistical features: mean, median, standard deviation, variance, coefcient of variance, range, coefficient of range, first quartile or 25th percentile, third quartile or 75th percentile, maximum, interquartile range, coefficient of interquartile, mean absolute deviation, median absolute deviation, energy, power, root mean square, root sum of squares, signal to noise ratio, skewness, and kurtosis; Resp: 182 features, 40 Mel-frequency cepstral coefficients (MFCCs), 13 Gammatone frequency cepstral coefcients (GFCCs), 13 Bark frequency cepstral coefcients (BFCCs), 13 Linear predictive coding (LPC), 13 Revised perceptual linear prediction coefcients (RPLP), 12 chromas, and six tonal features. 5 statistical features from each chroma feature and tonal feature.",correlation + min. variance selection,203,20,handcrafted,medium,no
495,S1,ECG,Extracted from PQRST complex,not mentioned,not specified,not specified,handcrafted,NA,no
495,S2,ECG,Extracted from PQRST complex,not mentioned,not specified,not specified,handcrafted,NA,no
495,S3,ECG,Extracted from PQRST complex,not mentioned,not specified,not specified,handcrafted,NA,no
495,S4,ECG,Extracted from PQRST complex,not mentioned,not specified,not specified,handcrafted,NA,no
495,S5,ECG,Extracted from PQRST complex,not mentioned,not specified,not specified,handcrafted,NA,no
475,LSTM / PM 1 subject,ECG,waveform of single ECG signals in sequence,Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
475,LSTM / PM 2 subject,ECG,waveform of single ECG signals in sequence,Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
475,LSTM / PM 3 subject,ECG,waveform of single ECG signals in sequence,Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
475,LSTM / PM 4 subject,ECG,waveform of single ECG signals in sequence,Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
475,LSTM / PM 5 subject,ECG,waveform of single ECG signals in sequence,Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
475,AE / PM 1 subject,ECG,waveform of single ECG signals in sequence,Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
475,AE / PM 2 subject,ECG,waveform of single ECG signals in sequence,Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
475,AE / PM 3 subject,ECG,waveform of single ECG signals in sequence,Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
475,AE / PM 4 subject,ECG,waveform of single ECG signals in sequence,Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
475,AE / PM 5 subject,ECG,waveform of single ECG signals in sequence,Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
460,460.0.1,ECG,"Higher-order statistical features (cumulants), implicitly extracted",singular value decomposition,not specified,not specified,hybrid,NA,yes
459,level 1,PPG,"Split into approximation of coefficients and detail coefficients via discrete wavelet decomposition, then split level 1 into high and low frequency signal component. 10 statistical features are extracted from each level of the sub-band levels: Variance, Maximum, Amplitude Minimum Amplitude, Maximum Energy, Minimum Energy, Standard deviation, Peak2peak, Root mean square level(RMS), Mean or Median absolute deviation and Peak magnitude to RMS ratio",not mentioned,20,NA,handcrafted,medium,no
459,level 2,PPG,"Split into approximation of coefficients and detail coefficients via discrete wavelet decomposition, then split level 2 into high and low frequency signal component. 10 statistical features are extracted from each level of the sub-band levels: Variance, Maximum, Amplitude Minimum Amplitude, Maximum Energy, Minimum Energy, Standard deviation, Peak2peak, Root mean square level(RMS), Mean or Median absolute deviation and Peak magnitude to RMS ratio",not mentioned,20,NA,handcrafted,medium,no
459,level 3,PPG,"Split into approximation of coefficients and detail coefficients via discrete wavelet decomposition, then split level 3 into high and low frequency signal component. 10 statistical features are extracted from each level of the sub-band levels: Variance, Maximum, Amplitude Minimum Amplitude, Maximum Energy, Minimum Energy, Standard deviation, Peak2peak, Root mean square level(RMS), Mean or Median absolute deviation and Peak magnitude to RMS ratio",not mentioned,20,NA,handcrafted,medium,no
459,level 4,PPG,"Split into approximation of coefficients and detail coefficients via discrete wavelet decomposition, then split level 4 into high and low frequency signal component. 10 statistical features are extracted from each level of the sub-band levels: Variance, Maximum, Amplitude Minimum Amplitude, Maximum Energy, Minimum Energy, Standard deviation, Peak2peak, Root mean square level(RMS), Mean or Median absolute deviation and Peak magnitude to RMS ratio",not mentioned,20,NA,handcrafted,medium,no
459,level fusion,PPG,"Split into approximation of coefficients and detail coefficients via discrete wavelet decomposition, then each n level into high and low frequency signal component. 10 statistical features are extracted from each level of the sub-band levels: Variance, Maximum, Amplitude Minimum Amplitude, Maximum Energy, Minimum Energy, Standard deviation, Peak2peak, Root mean square level(RMS), Mean or Median absolute deviation and Peak magnitude to RMS ratio",not mentioned,80,NA,handcrafted,medium,no
455,time,ECG,"time-domain features – intervals and amplitudes from each heartbeat and Hjorth descriptors of an average heartbeat. 14 interval features, 2 amplitude features, 5 Hjorth features, and one feature related to interval variability",Implicit via training; no explicit selection mechanism,22,22,hybrid,medium,no
455,wavelet,ECG,"Daubechies wavelets (db3, db4, db5) with three, four and five levels of decomposition.",Implicit via training; no explicit selection mechanism,320,320,hybrid,high,no
455,DL,ECG,time / frequency domain features implicit via DL,Implicit via training; no explicit selection mechanism,NA,NA,deep,NA,no
447,ResNet50 1s Sc2,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Sc4,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Sc10,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Sp2,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Sp4,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Sp10,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Mel2,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Mel4,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Mel10,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sc2,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sc4,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sc10,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sp2,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sp4,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sp10,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Mel2,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Mel4,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Mel10,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sc2,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sc4,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sc10,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sp2,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sp4,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sp10,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Mel2,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Mel4,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Mel10,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 1s Sc2,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 1s Sc4,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 1s Sc10,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 1s Sp2,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 1s Sp4,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 1s Sp10,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 1s Mel2,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 1s Mel4,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 1s Mel10,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 3s Sc2,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 3s Sc4,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 3s Sc10,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 3s Sp2,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 3s Sp4,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 3s Sp10,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 3s Mel2,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 3s Mel4,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 3s Mel10,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 5s Sc2,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 5s Sc4,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 5s Sc10,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 5s Sp2,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 5s Sp4,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 5s Sp10,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 5s Mel2,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 5s Mel4,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,DensNet201 5s Mel10,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Sc2 Resting,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Sc4 Resting,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Sc10 Resting,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Sp2 Resting,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Sp4 Resting,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Sp10 Resting,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Mel2 Resting,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Mel4 Resting,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 1s Mel10 Resting,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sc2 Resting,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sc4 Resting,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sc10 Resting,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sp2 Resting,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sp4 Resting,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Sp10 Resting,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Mel2 Resting,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Mel4 Resting,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 3s Mel10 Resting,ECG,time frequency via mel-spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sc2 Resting,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sc4 Resting,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sc10 Resting,ECG,time frequency via scalogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sp2 Resting,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sp4 Resting,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
447,ResNet50 5s Sp10 Resting,ECG,time frequency via spectrogram,Implicit via training; no explicit selection mechanism,NA,NA,hybrid,NA,no
