model_a,model_b,elpd_a,elpd_b,elpd_diff,se_diff,direction,nimp_a,nimp_b,nobs,n_clusters
activity,null,-1649.1021202785723,-1579.6277148762956,-69.47440540227679,23.989915972090525,positive favors activity,20,20,716,23
duration,null,-1642.339848262377,-1579.6277148762956,-62.712133386081355,21.463250314171663,positive favors duration,20,20,716,23
modality,null,-1649.8486940369457,-1579.6277148762956,-70.22097916065017,88.36824119246583,positive favors modality,20,20,716,23
algorithm,null,-1573.173902138347,-1579.6277148762956,6.453812737948547,15.848863227951062,positive favors algorithm,20,20,716,23
multimodal,null,-1616.7132216111559,-1579.6277148762956,-37.08550673486019,12.123796867871656,positive favors multimodal,20,20,716,23
intruders,null,-1559.3040609129166,-1579.6277148762956,20.323653963378884,23.684611740669858,positive favors intruders,20,20,716,23
feature_type,null,-1547.2876564800747,-1579.6277148762956,32.34005839622098,36.40441585579053,positive favors feature_type,20,20,716,23
full,null,-1791.3014279895685,-1579.6277148762956,-211.6737131132729,132.50846825139396,positive favors full,20,20,716,23
