model,nimp,mean_per_imputation_elpd,min_per_imputation_elpd,max_per_imputation_elpd,pooled_elpd,pooled_se,max_pareto_k,n_problematic_imputations
null,20,-1676.2811041256375,-1692.1694971963393,-1664.8522620958786,-1676.2811041256375,35.55279677385074,0.3859586963706725,0
activity,20,-1670.436178428143,-1707.601536201381,-1638.292587970182,-1670.436178428143,33.726941669192016,0.4116249377971163,0
duration,20,-1706.451135738795,-1775.080109892215,-1666.2015155439856,-1706.451135738795,35.5737857931921,0.4778275742588906,0
modality,20,-1736.7630466713322,-1751.44098859768,-1723.2026713688435,-1736.7630466713322,35.01876164761932,0.37082803357597505,0
algorithm,20,-1685.4891522303965,-1701.6565827283061,-1669.7629237464716,-1685.4891522303965,35.329086323121295,0.3981515879951895,0
multimodal,20,-1722.8534085786307,-1744.9770667195562,-1710.4154412507257,-1722.8534085786307,35.449302983166795,0.38722465148303953,0
intruders,20,-1669.2999441372926,-1695.6847036877155,-1649.9429409993893,-1669.2999441372926,35.77882723619031,0.3709080288598431,0
feature_type,20,-1654.8157957698522,-1672.9602635826564,-1640.1665946237047,-1654.815795769852,35.47854260052377,0.4063444662238929,0
full,20,-1845.0417293469463,-1992.9054241770996,-1797.5641680059002,-1845.0417293469463,34.21934670884375,0.4462854026016019,0
