model,nimp,mean_per_imputation_elpd,min_per_imputation_elpd,max_per_imputation_elpd,pooled_elpd,pooled_se,max_pareto_k,n_problematic_imputations
null,20,-1681.194665619634,-1701.9812615869341,-1664.3282260833814,-1681.194665619634,35.53714076161144,0.489507767681434,0
activity,20,-1685.1011763326208,-1724.3231423518798,-1648.2926036964352,-1685.1011763326208,33.85106567872846,0.4916254963871053,0
duration,20,-1713.5383898602245,-1755.9491291336826,-1687.3593275961969,-1713.5383898602245,35.183185193861355,0.7191301336598097,1
modality,20,-1741.7338656438487,-1760.3448384607514,-1718.6161165379463,-1741.7338656438485,35.277684810071854,0.4574247060873878,0
algorithm,20,-1689.7928761203912,-1711.385166636376,-1668.4461598333419,-1689.7928761203912,35.35445003246899,0.4649093990712448,0
multimodal,20,-1727.1929932099886,-1746.8778647670256,-1706.2589189026953,-1727.1929932099886,35.44002941298689,0.3926812086557646,0
feature_type,20,-1662.022826720772,-1686.0695066590429,-1643.4179942373387,-1662.022826720772,35.47380992312479,0.4622148649374865,0
intruders,20,-1671.6312594630024,-1695.3052961524022,-1652.6733863550514,-1671.6312594630024,35.762307223379636,0.417033847242986,0
full,20,-1850.2768194240189,-1916.0425689712015,-1815.447348640642,-1850.2768194240189,34.491687580838445,0.7198838668039573,1
