model_a,model_b,elpd_a,elpd_b,elpd_diff,se_diff,direction,nimp_a,nimp_b,nobs,n_clusters
activity,null,-1685.1011763326208,-1681.194665619634,-3.9065107129868126,19.179937276437794,positive favors activity,20,20,716,23
duration,null,-1713.5383898602245,-1681.194665619634,-32.3437242405905,11.934804374192828,positive favors duration,20,20,716,23
modality,null,-1741.7338656438485,-1681.194665619634,-60.539200024214715,76.46053976192822,positive favors modality,20,20,716,23
algorithm,null,-1689.7928761203912,-1681.194665619634,-8.59821050075716,8.42067834098873,positive favors algorithm,20,20,716,23
multimodal,null,-1727.1929932099886,-1681.194665619634,-45.99832759035476,29.890206392638014,positive favors multimodal,20,20,716,23
feature_type,null,-1662.022826720772,-1681.194665619634,19.171838898862035,34.74415587504748,positive favors feature_type,20,20,716,23
intruders,null,-1671.6312594630024,-1681.194665619634,9.563406156631517,15.96785903132027,positive favors intruders,20,20,716,23
full,null,-1850.2768194240189,-1681.194665619634,-169.08215380438503,95.29903767255226,positive favors full,20,20,716,23
